,movie_name,production_year,production_budget,revenue,profit,genre,rating,sequel,creative_type,source
46,The Painted Veil,2006,19400000,15118795,-4281205,Drama,PG-13,0.0,Historical Fiction,Based on Fiction Book/Short Story
48,The Proposition,2006,20000000,5313608,-14686392,Drama,R,0.0,Historical Fiction,Original Screenplay
50,One Night with the King,2006,20000000,13725032,-6274968,Drama,PG,0.0,Historical Fiction,Based on Fiction Book/Short Story
57,Babel,2006,20000000,132121212,112121212,Drama,R,0.0,Contemporary Fiction,Original Screenplay
60,Joyeux Noël,2006,22000000,23134075,1134075,Drama,PG-13,0.0,Dramatization,Based on Real Life Events
61,Rocky Balboa,2006,24000000,156229050,132229050,Drama,PG,1.0,Contemporary Fiction,
69,Notes on a Scandal,2006,27500000,50578411,23078411,Drama,R,0.0,Contemporary Fiction,Based on Fiction Book/Short Story
71,Miss Potter,2006,30000000,35891257,5891257,Drama,PG,0.0,Dramatization,Based on Real Life Events
72,Gridiron Gang,2006,30000000,41457834,11457834,Drama,PG-13,0.0,Dramatization,Based on Real Life Events
77,Take the Lead,2006,30000000,65390493,35390493,Drama,PG-13,0.0,Dramatization,Based on Real Life Events
78,Glory Road,2006,30000000,42799060,12799060,Drama,PG,0.0,Dramatization,Based on Real Life Events
80,The Good German,2006,32000000,6678033,-25321967,Drama,R,0.0,Historical Fiction,Based on Fiction Book/Short Story
82,Goal! The Dream Begins,2006,33000000,27610873,-5389127,Drama,PG,0.0,Contemporary Fiction,Original Screenplay
83,The Fountain,2006,35000000,15461638,-19538362,Drama,PG-13,0.0,Science Fiction,Original Screenplay
85,The Nativity Story,2006,35000000,46309644,11309644,Drama,PG,0.0,Dramatization,Based on Religious Text
89,A Good Year,2006,35000000,42064105,7064105,Drama,PG-13,0.0,Contemporary Fiction,Based on Fiction Book/Short Story
90,Marie Antoinette,2006,40000000,60862471,20862471,Drama,PG-13,0.0,Dramatization,Based on Fiction Book/Short Story
94,The Lake House,2006,40000000,114830111,74830111,Drama,PG,0.0,Fantasy,Remake
97,Invincible,2006,40000000,58501127,18501127,Drama,PG,0.0,Dramatization,Based on Real Life Events
115,Flags of Our Fathers,2006,53000000,63657941,10657941,Drama,R,0.0,Historical Fiction,Based on Fiction Book/Short Story
118,The Pursuit of Happyness,2006,55000000,307311093,252311093,Drama,PG-13,0.0,Dramatization,Based on Real Life Events
119,All the King's Men,2006,55000000,9521458,-45478542,Drama,PG-13,0.0,Historical Fiction,Based on Fiction Book/Short Story
122,Flyboys,2006,60000000,14816379,-45183621,Drama,PG-13,0.0,Dramatization,Based on Real Life Events
124,Perfume: The Story of a Murderer,2006,63700000,133603463,69903463,Drama,R,0.0,Historical Fiction,Based on Fiction Book/Short Story
126,We Are Marshall,2006,65000000,43545364,-21454636,Drama,PG,0.0,Dramatization,Based on Real Life Events
127,World Trade Center,2006,65000000,163295654,98295654,Drama,PG-13,0.0,Dramatization,Based on Real Life Events
133,Lady in the Water,2006,75000000,72785169,-2214831,Drama,PG-13,0.0,Fantasy,Original Screenplay
141,Charlotte's Web,2006,82500000,143985708,61485708,Drama,G,0.0,Fantasy,Based on Fiction Book/Short Story
146,The Departed,2006,90000000,289660619,199660619,Drama,R,0.0,Contemporary Fiction,Remake
166,King of California,2007,10000000,1165102,-8834898,Drama,PG-13,0.0,Contemporary Fiction,Original Screenplay
169,September Dawn,2007,10100000,1066555,-9033445,Drama,R,0.0,Dramatization,Based on Real Life Events
171,Jindabyne,2007,10800000,2862544,-7937456,Drama,R,0.0,Contemporary Fiction,Based on Fiction Book/Short Story
176,Trade,2007,12000000,1513388,-10486612,Drama,R,0.0,Dramatization,Based on Real Life Events
178,Resurrecting the Champ,2007,13000000,3260555,-9739445,Drama,PG-13,0.0,Contemporary Fiction,Original Screenplay
179,This Christmas,2007,13000000,49733545,36733545,Drama,PG-13,0.0,Contemporary Fiction,Original Screenplay
180,The Astronaut Farmer,2007,13000000,11141213,-1858787,Drama,PG,0.0,Contemporary Fiction,Original Screenplay
183,Stomp the Yard,2007,14000000,75525718,61525718,Drama,PG-13,0.0,Contemporary Fiction,Original Screenplay
184,Le Scaphandre et le Papillon,2007,14000000,22754472,8754472,Drama,PG-13,0.0,Dramatization,Based on Fiction Book/Short Story
186,Black Snake Moan,2007,15000000,10951153,-4048847,Drama,R,0.0,Contemporary Fiction,Original Screenplay
189,Se jie,2007,15000000,65167430,50167430,Drama,NC-17,0.0,Historical Fiction,Based on Fiction Book/Short Story
190,A Mighty Heart,2007,15000000,19153568,4153568,Drama,R,0.0,Dramatization,Based on Fiction Book/Short Story
192,The Great Debaters,2007,15000000,30261293,15261293,Drama,PG-13,0.0,Dramatization,Based on Real Life Events
196,La Môme,2007,15500000,88611837,73111837,Drama,PG-13,0.0,Dramatization,Based on Real Life Events
200,Things We Lost in the Fire,2007,16000000,8120148,-7879852,Drama,R,0.0,Contemporary Fiction,Original Screenplay
208,"Gone, Baby, Gone",2007,19000000,34352162,15352162,Drama,R,0.0,Contemporary Fiction,Based on Fiction Book/Short Story
210,Reign Over Me,2007,20000000,20081987,81987,Drama,R,0.0,Historical Fiction,Original Screenplay
213,Into the Wild,2007,20000000,56822960,36822960,Drama,R,0.0,Contemporary Fiction,Based on Fiction Book/Short Story
215,Georgia Rule,2007,20000000,20819601,819601,Drama,R,0.0,Contemporary Fiction,Original Screenplay
216,The Kite Runner,2007,20000000,74180745,54180745,Drama,PG-13,0.0,Contemporary Fiction,Based on Fiction Book/Short Story
217,I’m Not There,2007,20000000,12397613,-7602387,Drama,R,0.0,Dramatization,Based on Real Life Events
222,Freedom Writers,2007,21000000,43632609,22632609,Drama,PG-13,0.0,Dramatization,Based on Fiction Book/Short Story
223,Michael Clayton,2007,21500000,92987651,71487651,Drama,R,0.0,Contemporary Fiction,Original Screenplay
228,In the Valley of Elah,2007,23000000,24489150,1489150,Drama,R,0.0,Dramatization,Based on Real Life Events
235,August Rush,2007,25000000,65882103,40882103,Drama,PG,0.0,Fantasy,Based on Real Life Events
237,There Will Be Blood,2007,25000000,77208711,52208711,Drama,R,0.0,Historical Fiction,Based on Fiction Book/Short Story
238,The Hoax,2007,25000000,7164995,-17835005,Drama,R,0.0,Dramatization,Based on Real Life Events
239,Bridge to Terabithia,2007,25000000,137984788,112984788,Drama,PG,0.0,Fantasy,Based on Fiction Book/Short Story
240,Martian Child,2007,27000000,9352089,-17647911,Drama,PG,0.0,Contemporary Fiction,Based on Fiction Book/Short Story
244,We Own the Night,2007,28000000,55307857,27307857,Drama,R,0.0,Contemporary Fiction,Original Screenplay
249,Genghis Khan: To the Ends of the Earth and Sea,2007,30000000,4874498,-25125502,Drama,R,0.0,Historical Fiction,Based on Fiction Book/Short Story
250,Atonement,2007,30000000,129779728,99779728,Drama,R,0.0,Historical Fiction,Based on Fiction Book/Short Story
251,Evening,2007,30000000,12885574,-17114426,Drama,PG-13,0.0,Contemporary Fiction,Based on Fiction Book/Short Story
252,Goodbye Bafana,2007,30000000,2717302,-27282698,Drama,,0.0,Dramatization,Based on Fiction Book/Short Story
257,Lions for Lambs,2007,35000000,63211088,28211088,Drama,R,0.0,Contemporary Fiction,Original Screenplay
260,Virgin Territory,2007,38000000,5473041,-32526959,Drama,R,0.0,Historical Fiction,Based on Fiction Book/Short Story
266,Nomad,2007,40000000,79123,-39920877,Drama,R,0.0,Historical Fiction,Original Screenplay
267,The Water Horse: Legend of the Deep,2007,40000000,103429755,63429755,Drama,PG,0.0,Fantasy,Based on Folk Tale/Legend/Fairytale
269,Love in the Time of Cholera,2007,45000000,31077418,-13922582,Drama,R,0.0,Historical Fiction,Based on Fiction Book/Short Story
277,Elizabeth: The Golden Age,2007,55000000,74870866,19870866,Drama,PG-13,1.0,Dramatization,Based on Real Life Events
279,Lucky You,2007,55000000,6521829,-48478171,Drama,PG-13,0.0,Historical Fiction,Original Screenplay
285,The Brave One,2007,70000000,69792704,-207296,Drama,R,0.0,Contemporary Fiction,Original Screenplay
291,Charlie Wilson's War,2007,75000000,119512771,44512771,Drama,R,0.0,Dramatization,Based on Factual Book/Article
297,American Gangster,2007,100000000,267985456,167985456,Drama,R,0.0,Dramatization,Based on Factual Book/Article
314,Fifty Dead Men Walking,2008,10000000,997921,-9002079,Drama,R,0.0,Dramatization,Based on Real Life Events
316,Nick and Norah's Infinite Playlist,2008,10000000,33886017,23886017,Drama,PG-13,0.0,Contemporary Fiction,Based on Fiction Book/Short Story
318,Kit Kittredge: An American Girl,2008,10000000,17657973,7657973,Drama,G,0.0,Historical Fiction,Based on Toy
319,My Blueberry Nights,2008,10000000,22198996,12198996,Drama,PG-13,0.0,Contemporary Fiction,Original Screenplay
325,The Secret Life of Bees,2008,11000000,39994347,28994347,Drama,PG-13,0.0,Historical Fiction,Based on Fiction Book/Short Story
329,Life Before Her Eyes,2008,12000000,7203439,-4796561,Drama,R,0.0,Contemporary Fiction,Based on Fiction Book/Short Story
331,Cadillac Records,2008,12000000,8942516,-3057484,Drama,R,0.0,Dramatization,Based on Real Life Events
332,Married Life,2008,12000000,2975188,-9024812,Drama,PG-13,0.0,Historical Fiction,Based on Fiction Book/Short Story
333,Rachel Getting Married,2008,12000000,17475475,5475475,Drama,R,0.0,Contemporary Fiction,Original Screenplay
335,The Boy in the Striped Pyjamas,2008,12500000,44083403,31583403,Drama,PG-13,0.0,Historical Fiction,Based on Fiction Book/Short Story
338,Slumdog Millionaire,2008,14000000,384530440,370530440,Drama,R,0.0,Contemporary Fiction,Original Screenplay
339,The Lucky Ones,2008,14000000,266967,-13733033,Drama,R,0.0,Contemporary Fiction,Original Screenplay
347,Bathory,2008,15000000,3436763,-11563237,Drama,R,0.0,Historical Fiction,Based on Folk Tale/Legend/Fairytale
348,The Yellow Handkerchief,2008,15500000,318623,-15181377,Drama,PG-13,0.0,,Remake
349,Good,2008,16000000,31631,-15968369,Drama,R,0.0,Historical Fiction,Based on Play
354,How She Move,2008,17000000,8607815,-8392185,Drama,PG-13,0.0,Contemporary Fiction,Original Screenplay
355,Step Up 2 the Streets,2008,17500000,148586910,131086910,Drama,PG-13,1.0,Contemporary Fiction,Original Screenplay
358,Mongol,2008,18000000,27147349,9147349,Drama,R,0.0,Dramatization,Based on Real Life Events
365,Admiral,2008,20000000,38585047,18585047,Drama,,0.0,Historical Fiction,
367,The Children of Huang Shi,2008,20000000,8221700,-11778300,Drama,R,0.0,Dramatization,Based on Real Life Events
370,Milk,2008,20000000,57293371,37293371,Drama,R,0.0,Dramatization,Based on Real Life Events
373,Flash of Genius,2008,20000000,4504111,-15495889,Drama,PG-13,0.0,Dramatization,Based on Real Life Events
382,"Synecdoche, New York",2008,20000000,4383538,-15616462,Drama,R,0.0,Contemporary Fiction,Original Screenplay
383,Doubt,2008,20000000,53191101,33191101,Drama,PG-13,0.0,Historical Fiction,Based on Play
385,Passchendaele,2008,20000000,4453327,-15546673,Drama,Not Rated,0.0,Dramatization,Original Screenplay
392,The Longshots,2008,23000000,11778396,-11221604,Drama,PG,0.0,Dramatization,Based on Real Life Events
395,Stop-Loss,2008,25000000,11229035,-13770965,Drama,R,0.0,Dramatization,Based on Real Life Events
397,Gran Torino,2008,25000000,274543085,249543085,Drama,R,0.0,Contemporary Fiction,Original Screenplay
402,W.,2008,25100000,28575778,3475778,Drama,PG-13,0.0,Dramatization,Based on Real Life Events
405,The Duchess,2008,27000000,45160110,18160110,Drama,PG-13,0.0,Dramatization,Based on Fiction Book/Short Story
410,Frost/Nixon,2008,29000000,28452945,-547055,Drama,R,0.0,Dramatization,Based on Play
416,Pride and Glory,2008,30000000,43440721,13440721,Drama,R,0.0,Contemporary Fiction,Original Screenplay
417,The Reader,2008,32500000,112964875,80464875,Drama,R,0.0,Contemporary Fiction,Based on Fiction Book/Short Story
423,The Young Victoria,2008,35000000,31878891,-3121109,Drama,PG,0.0,Dramatization,Based on Real Life Events
430,Twilight,2008,37000000,402280159,365280159,Drama,PG-13,0.0,Fantasy,Based on Fiction Book/Short Story
432,The Express,2008,37500000,9813309,-27686691,Drama,PG,0.0,Dramatization,Based on Factual Book/Article
440,The Other Boleyn Girl,2008,40000000,78269970,38269970,Drama,PG-13,0.0,Historical Fiction,Based on Fiction Book/Short Story
443,Revolutionary Road,2008,45000000,79604820,34604820,Drama,R,0.0,Historical Fiction,Based on Fiction Book/Short Story
444,Miracle at St. Anna,2008,45000000,9676497,-35323503,Drama,R,0.0,Historical Fiction,Based on Fiction Book/Short Story
448,Defiance,2008,50000000,52987754,2987754,Drama,R,0.0,Historical Fiction,Original Screenplay
451,Seven Pounds,2008,54000000,166617328,112617328,Drama,PG-13,0.0,Contemporary Fiction,Original Screenplay
457,"Che, Part 1: The Argentine",2008,58000000,31627370,-26372630,Drama,R,0.0,Dramatization,Based on Real Life Events
486,Australia,2008,130000000,215080810,85080810,Drama,PG-13,0.0,Historical Fiction,Original Screenplay
492,The Curious Case of Benjamin Button,2008,160000000,329631958,169631958,Drama,PG-13,0.0,Fantasy,Based on Fiction Book/Short Story
500,Precious (Based on the Novel Push by Sapphire),2009,10000000,68722848,58722848,Drama,R,0.0,Historical Fiction,Based on Fiction Book/Short Story
501,The Open Road,2009,10000000,19716,-9980284,Drama,PG-13,0.0,Contemporary Fiction,Original Screenplay
515,Nanjing! Nanjing!,2009,12000000,20122558,8122558,Drama,R,0.0,Dramatization,Based on Real Life Events
516,Ondine,2009,12000000,557545,-11442455,Drama,PG-13,0.0,Contemporary Fiction,Original Screenplay
517,Two Lovers,2009,12000000,16349034,4349034,Drama,R,0.0,Contemporary Fiction,Original Screenplay
518,San qiang pai an jing qi,2009,12000000,310946,-11689054,Drama,R,0.0,Contemporary Fiction,Remake
519,Solitary Man,2009,12500000,4360548,-8139452,Drama,R,0.0,Contemporary Fiction,Original Screenplay
520,The Perfect Game,2009,12500000,3931367,-8568633,Drama,PG,0.0,Dramatization,Based on Real Life Events
522,Un Prophète,2009,13000000,19910624,6910624,Drama,R,0.0,Contemporary Fiction,Original Screenplay
523,Margaret,2009,14000000,623292,-13376708,Drama,R,0.0,Contemporary Fiction,Original Screenplay
529,The Hurt Locker,2009,15000000,49894223,34894223,Drama,R,0.0,Contemporary Fiction,Original Screenplay
531,San suk si gin,2009,15000000,2013340,-12986660,Drama,R,0.0,Contemporary Fiction,
540,Hachiko: A Dog's Story,2009,16000000,47707417,31707417,Drama,G,0.0,Contemporary Fiction,Original Screenplay
541,Beastly,2009,17000000,38028230,21028230,Drama,PG-13,0.0,Fantasy,Based on Fiction Book/Short Story
546,Love Happens,2009,18000000,36133014,18133014,Drama,PG-13,0.0,Contemporary Fiction,Original Screenplay
547,Das Weisse Band: Eine deutsche Kindergeschichte,2009,18000000,25727044,7727044,Drama,R,0.0,Historical Fiction,Original Screenplay
548,Mao's Last Dancer,2009,18000000,25941437,7941437,Drama,PG,0.0,Dramatization,Based on Real Life Events
554,Notorious,2009,19000000,44972183,25972183,Drama,R,0.0,Dramatization,Based on Real Life Events
557,The Burning Plain,2009,20000000,1167092,-18832908,Drama,R,0.0,Contemporary Fiction,Original Screenplay
561,Why Did I Get Married Too?,2009,20000000,60831067,40831067,Drama,PG-13,1.0,Contemporary Fiction,Based on Play
564,Everybody's Fine,2009,20000000,9208876,-10791124,Drama,PG-13,0.0,Contemporary Fiction,Remake
565,The Last Song,2009,20000000,92678948,72678948,Drama,PG,0.0,Contemporary Fiction,Based on Fiction Book/Short Story
569,Orphan,2009,20000000,78769428,58769428,Drama,R,0.0,Contemporary Fiction,Original Screenplay
573,Coco avant Chanel,2009,23000000,50813834,27813834,Drama,PG-13,0.0,Dramatization,Based on Real Life Events
575,Chéri,2009,23000000,2715657,-20284343,Drama,R,0.0,Historical Fiction,Based on Fiction Book/Short Story
579,Love Ranch,2009,25000000,146149,-24853851,Drama,R,0.0,Dramatization,Based on Real Life Events
583,Bad Lieutenant: Port of Call New Orleans,2009,25000000,12413949,-12586051,Drama,R,0.0,Contemporary Fiction,Remake
584,Me and Orson Welles,2009,25000000,1190003,-23809997,Drama,PG-13,0.0,Historical Fiction,Based on Fiction Book/Short Story
587,The Road,2009,25000000,29206732,4206732,Drama,R,0.0,Science Fiction,Based on Fiction Book/Short Story
588,Brothers,2009,26000000,45043870,19043870,Drama,R,0.0,Historical Fiction,Remake
590,My Sister's Keeper,2009,27500000,96673002,69173002,Drama,PG-13,0.0,Contemporary Fiction,Based on Fiction Book/Short Story
592,Taking Woodstock,2009,29000000,10066366,-18933634,Drama,R,0.0,Dramatization,Based on Fiction Book/Short Story
595,Up in the Air,2009,30000000,166842739,136842739,Drama,R,0.0,Contemporary Fiction,Based on Fiction Book/Short Story
597,Hannah Montana the Movie,2009,30000000,169173206,139173206,Drama,G,0.0,Contemporary Fiction,Based on TV
603,Barney's Version,2009,30000000,8845575,-21154425,Drama,R,0.0,Dramatization,Based on Fiction Book/Short Story
604,Extraordinary Measures,2009,31000000,15826984,-15173016,Drama,PG,0.0,Dramatization,Based on Real Life Events
605,Takers,2009,32000000,70587268,38587268,Drama,PG-13,0.0,Contemporary Fiction,Original Screenplay
612,The Blind Side,2009,35000000,305705794,270705794,Drama,PG-13,0.0,Dramatization,Based on Factual Book/Article
618,The Time Traveler's Wife,2009,39000000,102332135,63332135,Drama,PG-13,0.0,Science Fiction,Based on Fiction Book/Short Story
622,Amelia,2009,40000000,19756077,-20243923,Drama,PG,0.0,Dramatization,Based on Fiction Book/Short Story
633,Mr. Nobody,2009,46500000,22254,-46477746,Drama,R,0.0,Science Fiction,Original Screenplay
641,The Twilight Saga: New Moon,2009,50000000,687557727,637557727,Drama,PG-13,1.0,Fantasy,Based on Fiction Book/Short Story
651,The Soloist,2009,60000000,38522450,-21477550,Drama,PG-13,0.0,Dramatization,Based on Real Life Events
659,Invictus,2009,60000000,124514011,64514011,Drama,PG-13,0.0,Dramatization,Based on Factual Book/Article
663,Agora,2009,70000000,38992292,-31007708,Drama,R,0.0,Historical Fiction,Original Screenplay
674,The Lovely Bones,2009,95000000,94894448,-105552,Drama,PG-13,0.0,Contemporary Fiction,Based on Fiction Book/Short Story
678,Public Enemies,2009,102500000,212282709,109782709,Drama,R,0.0,Dramatization,Based on Fiction Book/Short Story
690,Disney’s A Christmas Carol,2009,190000000,315709697,125709697,Drama,PG,0.0,Fantasy,Remake
696,You Got Served: Beat The World,2010,10000000,1230542,-8769458,Drama,PG-13,1.0,Contemporary Fiction,Original Screenplay
697,A Better Life,2010,10000000,1884251,-8115749,Drama,PG-13,0.0,Contemporary Fiction,Original Screenplay
699,Blood Done Sign My Name,2010,10000000,109383,-9890617,Drama,PG-13,0.0,Dramatization,Based on Real Life Events
704,Welcome to the Rileys,2010,10000000,355919,-9644081,Drama,R,0.0,Contemporary Fiction,Original Screenplay
705,Coriolanus,2010,10000000,2179623,-7820377,Drama,R,0.0,Historical Fiction,Based on Play
707,Io sono l’amore,2010,10000000,15121528,5121528,Drama,R,0.0,Historical Fiction,Original Screenplay
711,Brighton Rock,2010,11000000,229653,-10770347,Drama,R,0.0,Historical Fiction,Based on Fiction Book/Short Story
712,The Fighter,2010,11000000,129262388,118262388,Drama,R,0.0,Dramatization,Based on Real Life Events
714,Kill the Irishman,2010,12000000,1188194,-10811806,Drama,R,0.0,Historical Fiction,Based on Factual Book/Article
715,Conviction,2010,12500000,11826980,-673020,Drama,R,0.0,Dramatization,Based on Real Life Events
720,The Perks of Being a Wallflower,2010,13000000,33069303,20069303,Drama,R,0.0,Contemporary Fiction,Based on Fiction Book/Short Story
721,The Killer Inside Me,2010,13000000,3617277,-9382723,Drama,R,0.0,,
728,Elle s'appelait Sarah,2010,14500000,25480031,10980031,Drama,PG,0.0,Contemporary Fiction,Based on Fiction Book/Short Story
729,You Will Meet a Tall Dark Stranger,2010,15000000,34247816,19247816,Drama,R,0.0,Contemporary Fiction,Original Screenplay
730,Country Strong,2010,15000000,20601987,5601987,Drama,PG-13,0.0,Contemporary Fiction,Original Screenplay
731,Winnie Mandela,2010,15000000,61847,-14938153,Drama,R,0.0,Dramatization,Based on Factual Book/Article
732,Never Let Me Go,2010,15000000,11173718,-3826282,Drama,R,0.0,Science Fiction,Based on Fiction Book/Short Story
733,The King’s Speech,2010,15000000,430821168,415821168,Drama,R,0.0,Dramatization,Original Screenplay
738,Enter the Void,2010,16000000,1467278,-14532722,Drama,Not Rated,0.0,Fantasy,Based on Fiction Book/Short Story
739,Remember Me,2010,16000000,56506120,40506120,Drama,PG-13,0.0,Contemporary Fiction,Original Screenplay
744,Carlos,2010,18000000,1619153,-16380847,Drama,Not Rated,0.0,Dramatization,Based on Real Life Events
745,The Last Station,2010,18000000,15696146,-2303854,Drama,R,0.0,Dramatization,Based on Fiction Book/Short Story
746,Soul Surfer,2010,18000000,47158652,29158652,Drama,PG,0.0,Dramatization,Based on Factual Book/Article
748,127 Hours,2010,18000000,60217171,42217171,Drama,R,0.0,Dramatization,Based on Real Life Events
756,The Descendants,2010,20000000,175507800,155507800,Drama,R,0.0,Contemporary Fiction,Based on Fiction Book/Short Story
758,The Tempest,2010,20000000,277943,-19722057,Drama,PG-13,0.0,Historical Fiction,Based on Play
766,All Good Things,2010,20000000,873617,-19126383,Drama,R,0.0,Contemporary Fiction,Original Screenplay
770,For Colored Girls,2010,21000000,38017873,17017873,Drama,R,0.0,Contemporary Fiction,Based on Play
773,Stone,2010,22000000,4065020,-17934980,Drama,R,0.0,Contemporary Fiction,Original Screenplay
777,Dear John,2010,25000000,142033509,117033509,Drama,PG-13,0.0,Contemporary Fiction,Based on Fiction Book/Short Story
779,On the Road,2010,25000000,9313302,-15686698,Drama,R,0.0,Historical Fiction,Based on Fiction Book/Short Story
783,The Conspirator,2010,25000000,15907411,-9092589,Drama,PG-13,0.0,Dramatization,Based on Real Life Events
784,The Help,2010,25000000,213120004,188120004,Drama,PG-13,0.0,Historical Fiction,Based on Fiction Book/Short Story
788,Warrior,2010,25000000,24215385,-784615,Drama,PG-13,0.0,Contemporary Fiction,Original Screenplay
796,Machine Gun Preacher,2010,30000000,3721988,-26278012,Drama,R,0.0,Dramatization,Based on Real Life Events
797,Love and Other Drugs,2010,30000000,102716321,72716321,Drama,R,0.0,Contemporary Fiction,Based on Factual Book/Article
800,Hanna,2010,30000000,65343694,35343694,Drama,PG-13,0.0,Contemporary Fiction,Original Screenplay
804,Step Up 3D,2010,30000000,165889117,135889117,Drama,PG-13,1.0,Contemporary Fiction,Original Screenplay
806,Letters to Juliet,2010,30000000,82148538,52148538,Drama,PG,0.0,Contemporary Fiction,Based on Factual Book/Article
816,Secretariat,2010,35000000,60376247,25376247,Drama,PG,0.0,Dramatization,Based on Real Life Events
819,The Tree of Life,2010,35000000,61721826,26721826,Drama,PG-13,0.0,Historical Fiction,Original Screenplay
822,Biutiful,2010,35000000,24687524,-10312476,Drama,R,0.0,Contemporary Fiction,Original Screenplay
828,The Town,2010,37000000,152566881,115566881,Drama,R,0.0,Contemporary Fiction,Based on Fiction Book/Short Story
830,Water for Elephants,2010,38000000,116809717,78809717,Drama,PG-13,0.0,Historical Fiction,Based on Fiction Book/Short Story
831,The Social Network,2010,40000000,224922135,184922135,Drama,PG-13,0.0,Dramatization,Based on Real Life Events
845,Charlie St. Cloud,2010,44000000,48478084,4478084,Drama,PG-13,0.0,Contemporary Fiction,Based on Fiction Book/Short Story
847,The Rum Diary,2010,45000000,21544732,-23455268,Drama,R,0.0,Historical Fiction,Based on Fiction Book/Short Story
852,Shanghai,2010,50000000,15505922,-34494078,Drama,R,0.0,Historical Fiction,Original Screenplay
858,Moneyball,2010,50000000,111300835,61300835,Drama,PG-13,0.0,Dramatization,Based on Factual Book/Article
863,Burlesque,2010,55000000,90552675,35552675,Drama,PG-13,0.0,Contemporary Fiction,Original Screenplay
869,Eat Pray Love,2010,60000000,206598789,146598789,Drama,PG-13,0.0,Contemporary Fiction,Based on Factual Book/Article
871,Edge of Darkness,2010,60000000,82812456,22812456,Drama,R,0.0,Contemporary Fiction,Based on TV
876,The Twilight Saga: Eclipse,2010,68000000,706102828,638102828,Drama,PG-13,1.0,Fantasy,Based on Fiction Book/Short Story
879,Wall Street 2: Money Never Sleeps,2010,70000000,137431619,67431619,Drama,PG-13,1.0,Contemporary Fiction,Original Screenplay
898,Green Zone,2010,100000000,97523020,-2476980,Drama,R,0.0,Historical Fiction,Based on Factual Book/Article
926,My Week with Marilyn,2011,10000000,34240572,24240572,Drama,R,0.0,Historical Fiction,Based on Real Life Events
940,Stoker,2011,12000000,12034913,34913,Drama,R,0.0,Contemporary Fiction,Original Screenplay
942,5 Days of War,2011,12000000,87793,-11912207,Drama,R,0.0,Dramatization,Based on Real Life Events
943,In The Land of Blood and Honey,2011,13000000,509193,-12490807,Drama,R,0.0,Historical Fiction,Original Screenplay
945,The Iron Lady,2011,14000000,115592104,101592104,Drama,PG-13,0.0,Dramatization,Based on Real Life Events
946,Tyler Perry's Good Deeds,2011,14000000,35579177,21579177,Drama,PG-13,0.0,Contemporary Fiction,Original Screenplay
950,The Son of No One,2011,15000000,1148578,-13851422,Drama,R,0.0,Contemporary Fiction,Original Screenplay
951,One Day,2011,15000000,59168692,44168692,Drama,PG-13,0.0,Contemporary Fiction,Based on Fiction Book/Short Story
954,Promised Land,2011,15000000,12394562,-2605438,Drama,R,0.0,Historical Fiction,Original Screenplay
956,People Like Us,2011,16000000,12617472,-3382528,Drama,PG-13,0.0,Contemporary Fiction,Original Screenplay
957,The Artist,2011,16000000,128256712,112256712,Drama,PG-13,0.0,Historical Fiction,Original Screenplay
958,Moonrise Kingdom,2011,16000000,68848446,52848446,Drama,PG-13,0.0,Historical Fiction,Original Screenplay
