,movie_name,production_year,production_budget,revenue,profit,genre,rating,sequel,creative_type,source
1833,It,2017,35000000,697457969,662457969,Horror,R,0.0,Historical Fiction,Remake
1844,The House with a Clock in its Walls,2017,40000000,126331750,86331750,Horror,PG,0.0,Fantasy,Based on Fiction Book/Short Story
1897,Halloween,2018,10000000,253139306,243139306,Horror,R,1.0,Contemporary Fiction,Original Screenplay
1910,Goosebumps 2: Haunted Halloween,2018,35000000,93291478,58291478,Horror,PG,1.0,Kids Fiction,Based on Fiction Book/Short Story
8,Turistas,2006,10000000,14321070,4321070,Thriller/Suspense,R,0.0,Contemporary Fiction,Original Screenplay
21,Catch a Fire,2006,14000000,5782198,-8217802,Thriller/Suspense,PG-13,0.0,Dramatization,Based on Real Life Events
53,The Covenant,2006,20000000,38164784,18164784,Thriller/Suspense,PG-13,0.0,Contemporary Fiction,Based on Comic/Graphic Novel
56,A Scanner Darkly,2006,20000000,7405084,-12594916,Thriller/Suspense,R,0.0,Science Fiction,Based on Fiction Book/Short Story
68,Lucky Number Slevin,2006,27000000,55495466,28495466,Thriller/Suspense,R,0.0,Contemporary Fiction,Original Screenplay
81,Snakes on a Plane,2006,33000000,62020814,29020814,Thriller/Suspense,R,0.0,Contemporary Fiction,Original Screenplay
98,The Prestige,2006,40000000,104407366,64407366,Thriller/Suspense,PG-13,0.0,Historical Fiction,Based on Fiction Book/Short Story
110,Inside Man,2006,50000000,185798265,135798265,Thriller/Suspense,R,0.0,Contemporary Fiction,Original Screenplay
111,Firewall,2006,50000000,82751189,32751189,Thriller/Suspense,PG-13,0.0,Contemporary Fiction,Original Screenplay
121,The Black Dahlia,2006,60000000,49238525,-10761475,Thriller/Suspense,R,0.0,Historical Fiction,Based on Fiction Book/Short Story
123,The Sentinel,2006,60000000,78080697,18080697,Thriller/Suspense,PG-13,0.0,Contemporary Fiction,Based on Fiction Book/Short Story
129,Basic Instinct 2,2006,70000000,35417162,-34582838,Thriller/Suspense,R,1.0,Contemporary Fiction,Original Screenplay
135,Children of Men,2006,76000000,69845011,-6154989,Thriller/Suspense,R,0.0,Science Fiction,Based on Fiction Book/Short Story
139,Déjà Vu,2006,80000000,181038616,101038616,Thriller/Suspense,PG-13,0.0,Science Fiction,Original Screenplay
151,The Da Vinci Code,2006,125000000,767820459,642820459,Thriller/Suspense,PG-13,0.0,Contemporary Fiction,Based on Fiction Book/Short Story
197,Slow Burn,2007,15500000,1237615,-14262385,Thriller/Suspense,R,0.0,Contemporary Fiction,Original Screenplay
211,Nancy Drew,2007,20000000,30703845,10703845,Thriller/Suspense,PG,0.0,Contemporary Fiction,Based on Fiction Book/Short Story
214,Disturbia,2007,20000000,118537627,98537627,Thriller/Suspense,PG-13,0.0,Contemporary Fiction,Original Screenplay
220,Premonition,2007,20000000,81461343,61461343,Thriller/Suspense,PG-13,0.0,Contemporary Fiction,Original Screenplay
226,Zwartboek,2007,22000000,27238354,5238354,Thriller/Suspense,R,0.0,Historical Fiction,Based on Real Life Events
242,Rendition,2007,27500000,26939925,-560075,Thriller/Suspense,R,0.0,Contemporary Fiction,Original Screenplay
254,The Number 23,2007,32000000,77593167,45593167,Thriller/Suspense,R,0.0,Contemporary Fiction,Original Screenplay
268,Sunshine,2007,40000000,32030610,-7969390,Thriller/Suspense,R,0.0,Science Fiction,Original Screenplay
274,Hannibal Rising,2007,50000000,80583311,30583311,Thriller/Suspense,R,0.0,Historical Fiction,Based on Fiction Book/Short Story
275,Eastern Promises,2007,50000000,56077088,6077088,Thriller/Suspense,R,0.0,Contemporary Fiction,Original Screenplay
282,Shooter,2007,60000000,95538560,35538560,Thriller/Suspense,R,0.0,Contemporary Fiction,Based on Fiction Book/Short Story
292,The Invasion,2007,80000000,40147042,-39852958,Thriller/Suspense,PG-13,0.0,Science Fiction,Remake
293,Zodiac,2007,85000000,83080084,-1919916,Thriller/Suspense,R,0.0,Dramatization,Based on Fiction Book/Short Story
302,The Bourne Ultimatum,2007,130000000,444043396,314043396,Thriller/Suspense,PG-13,1.0,Contemporary Fiction,Based on Fiction Book/Short Story
315,The Oxford Murders,2008,10000000,17704131,7704131,Thriller/Suspense,R,0.0,Contemporary Fiction,Based on Fiction Book/Short Story
327,The Eye,2008,12000000,57577765,45577765,Thriller/Suspense,PG-13,0.0,Fantasy,Remake
336,Män som hatar kvinnor,2008,13000000,109421911,96421911,Thriller/Suspense,R,0.0,Contemporary Fiction,Based on Fiction Book/Short Story
341,Transsiberian,2008,15000000,6379575,-8620425,Thriller/Suspense,R,0.0,Contemporary Fiction,Original Screenplay
342,Funny Games,2008,15000000,8200127,-6799873,Thriller/Suspense,R,0.0,Contemporary Fiction,Remake
343,Midnight Meat Train,2008,15000000,1590246,-13409754,Thriller/Suspense,R,0.0,Contemporary Fiction,Based on Fiction Book/Short Story
359,I Come with the Rain,2008,18000000,627422,-17372578,Thriller/Suspense,,0.0,Contemporary Fiction,
360,Ne le dis à personne,2008,18500000,33954018,15454018,Thriller/Suspense,Not Rated,0.0,Contemporary Fiction,Based on Fiction Book/Short Story
364,The Bank Job,2008,20000000,66143005,46143005,Thriller/Suspense,R,0.0,Dramatization,Based on Real Life Events
374,Lakeview Terrace,2008,20000000,44821299,24821299,Thriller/Suspense,PG-13,0.0,Contemporary Fiction,Original Screenplay
380,The Stepfather,2008,20000000,29227561,9227561,Thriller/Suspense,PG-13,0.0,Contemporary Fiction,Remake
384,Street Kings,2008,20000000,65457811,45457811,Thriller/Suspense,R,0.0,Contemporary Fiction,Original Screenplay
389,Traitor,2008,22000000,27882226,5882226,Thriller/Suspense,PG-13,0.0,Contemporary Fiction,Original Screenplay
396,Deception,2008,25000000,12850033,-12149967,Thriller/Suspense,R,0.0,Contemporary Fiction,Original Screenplay
399,Blindness,2008,25000000,20052958,-4947042,Thriller/Suspense,R,0.0,Contemporary Fiction,Based on Fiction Book/Short Story
411,88 Minutes,2008,30000000,32955399,2955399,Thriller/Suspense,R,0.0,Contemporary Fiction,Original Screenplay
422,Untraceable,2008,35000000,52649951,17649951,Thriller/Suspense,R,0.0,Contemporary Fiction,Original Screenplay
426,21,2008,35000000,159846429,124846429,Thriller/Suspense,PG-13,0.0,Contemporary Fiction,Based on Fiction Book/Short Story
441,Vantage Point,2008,40000000,150886329,110886329,Thriller/Suspense,PG-13,0.0,Contemporary Fiction,Original Screenplay
454,Changeling,2008,55000000,113805580,58805580,Thriller/Suspense,R,0.0,Contemporary Fiction,Original Screenplay
460,Righteous Kill,2008,60000000,78481410,18481410,Thriller/Suspense,R,0.0,Contemporary Fiction,Original Screenplay
462,The Happening,2008,60000000,162778384,102778384,Thriller/Suspense,R,0.0,Science Fiction,Original Screenplay
468,Body of Lies,2008,67500000,118556530,51056530,Thriller/Suspense,R,0.0,Contemporary Fiction,Based on Fiction Book/Short Story
472,Eagle Eye,2008,80000000,180585259,100585259,Thriller/Suspense,PG-13,0.0,Contemporary Fiction,Original Screenplay
479,Valkyrie,2008,90000000,203932174,113932174,Thriller/Suspense,PG-13,0.0,Dramatization,Based on Real Life Events
510,The Fourth Kind,2009,10000000,49486874,39486874,Thriller/Suspense,PG-13,0.0,Historical Fiction,Original Screenplay
524,Les herbes folles,2009,14000000,1903952,-12096048,Thriller/Suspense,PG,0.0,Contemporary Fiction,Based on Fiction Book/Short Story
525,A Perfect Getaway,2009,14000000,22815460,8815460,Thriller/Suspense,R,0.0,Contemporary Fiction,Original Screenplay
538,Jennifer's Body,2009,16000000,31943401,15943401,Thriller/Suspense,R,0.0,Fantasy,Original Screenplay
544,Brooklyn's Finest,2009,17000000,39233233,22233233,Thriller/Suspense,R,0.0,Contemporary Fiction,Remake
549,The Informers,2009,18000000,315000,-17685000,Thriller/Suspense,R,0.0,Historical Fiction,Based on Fiction Book/Short Story
559,Crank 2: High Voltage,2009,20000000,35472739,15472739,Thriller/Suspense,R,1.0,Contemporary Fiction,Original Screenplay
562,Armored,2009,20000000,23661038,3661038,Thriller/Suspense,PG-13,0.0,Contemporary Fiction,Original Screenplay
570,Obsessed,2009,20000000,73964713,53964713,Thriller/Suspense,PG-13,0.0,Contemporary Fiction,Original Screenplay
572,The Informant!,2009,22000000,41771168,19771168,Thriller/Suspense,R,0.0,Contemporary Fiction,Based on Factual Book/Article
582,The Box,2009,25000000,26341896,1341896,Thriller/Suspense,PG-13,0.0,Fantasy,Based on Fiction Book/Short Story
585,Taken,2009,25000000,226941585,201941585,Thriller/Suspense,PG-13,0.0,Contemporary Fiction,Original Screenplay
596,District 9,2009,30000000,212453431,182453431,Thriller/Suspense,R,0.0,Science Fiction,Original Screenplay
607,Whiteout,2009,35000000,12254746,-22745254,Thriller/Suspense,R,0.0,Contemporary Fiction,Based on Comic/Graphic Novel
617,Push,2009,38000000,44411527,6411527,Thriller/Suspense,PG-13,0.0,Science Fiction,Original Screenplay
637,Knowing,2009,50000000,186450317,136450317,Thriller/Suspense,PG-13,0.0,Contemporary Fiction,Based on Fiction Book/Short Story
638,The International,2009,50000000,53850527,3850527,Thriller/Suspense,R,0.0,Contemporary Fiction,Original Screenplay
646,From Paris With Love,2009,52000000,53139168,1139168,Thriller/Suspense,R,0.0,Contemporary Fiction,Original Screenplay
647,Law Abiding Citizen,2009,53000000,131159781,78159781,Thriller/Suspense,R,0.0,Contemporary Fiction,Original Screenplay
653,State of Play,2009,60000000,88832210,28832210,Thriller/Suspense,PG-13,0.0,Contemporary Fiction,Based on TV
654,Duplicity,2009,60000000,81079566,21079566,Thriller/Suspense,PG-13,0.0,Contemporary Fiction,Original Screenplay
668,Shutter Island,2009,80000000,299461782,219461782,Thriller/Suspense,R,0.0,Historical Fiction,Based on Fiction Book/Short Story
685,Angels & Demons,2009,150000000,490875846,340875846,Thriller/Suspense,PG-13,1.0,Contemporary Fiction,Based on Fiction Book/Short Story
708,The Reef,2010,10000000,15037867,5037867,Thriller/Suspense,R,0.0,Dramatization,Based on Real Life Events
709,Skyline,2010,10000000,68264973,58264973,Thriller/Suspense,PG-13,0.0,Science Fiction,Original Screenplay
716,Casino Jack,2010,12500000,2272186,-10227814,Thriller/Suspense,R,0.0,Historical Fiction,Based on Real Life Events
719,Chloe,2010,13000000,11831131,-1168869,Thriller/Suspense,R,0.0,Contemporary Fiction,Remake
723,Black Swan,2010,13000000,331266710,318266710,Thriller/Suspense,R,0.0,Contemporary Fiction,Original Screenplay
737,The Roommate,2010,16000000,52545707,36545707,Thriller/Suspense,PG-13,0.0,Contemporary Fiction,Original Screenplay
752,Let Me In,2010,20000000,28270399,8270399,Thriller/Suspense,R,0.0,Fantasy,Remake
760,The American,2010,20000000,67950723,47950723,Thriller/Suspense,R,0.0,Contemporary Fiction,Original Screenplay
762,The Debt,2010,20000000,46604054,26604054,Thriller/Suspense,R,0.0,Historical Fiction,Remake
778,Straw Dogs,2010,25000000,11253821,-13746179,Thriller/Suspense,R,0.0,Contemporary Fiction,Remake
791,Legion,2010,26000000,67647574,41647574,Thriller/Suspense,R,0.0,Fantasy,Original Screenplay
793,Limitless,2010,27000000,155564919,128564919,Thriller/Suspense,PG-13,0.0,Science Fiction,Based on Fiction Book/Short Story
798,The Next Three Days,2010,30000000,67255916,37255916,Thriller/Suspense,PG-13,0.0,Contemporary Fiction,Remake
808,The Cabin in the Woods,2010,30000000,70689968,40689968,Thriller/Suspense,R,0.0,Fantasy,Original Screenplay
812,Source Code,2010,32000000,140428499,108428499,Thriller/Suspense,PG-13,0.0,Science Fiction,Original Screenplay
820,Abduction,2010,35000000,86648359,51648359,Thriller/Suspense,PG-13,0.0,Contemporary Fiction,Original Screenplay
833,Season of the Witch,2010,40000000,91126600,51126600,Thriller/Suspense,PG-13,0.0,Fantasy,Original Screenplay
836,The Lincoln Lawyer,2010,40000000,87145086,47145086,Thriller/Suspense,R,0.0,Contemporary Fiction,Based on Fiction Book/Short Story
837,Unknown,2010,40000000,136123083,96123083,Thriller/Suspense,PG-13,0.0,Contemporary Fiction,Original Screenplay
842,Red Riding Hood,2010,42000000,91678442,49678442,Thriller/Suspense,PG-13,0.0,Fantasy,Based on Folk Tale/Legend/Fairytale
848,The Ghost Writer,2010,45000000,65532491,20532491,Thriller/Suspense,PG-13,0.0,Contemporary Fiction,Based on Fiction Book/Short Story
857,Super 8,2010,50000000,257972745,207972745,Thriller/Suspense,PG-13,0.0,Science Fiction,Original Screenplay
860,Hereafter,2010,50000000,105246941,55246941,Thriller/Suspense,PG-13,0.0,Contemporary Fiction,Original Screenplay
862,The Adjustment Bureau,2010,50200000,126931325,76731325,Thriller/Suspense,PG-13,0.0,Science Fiction,Based on Fiction Book/Short Story
896,The Tourist,2010,100000000,278731369,178731369,Thriller/Suspense,PG-13,0.0,Contemporary Fiction,Original Screenplay
910,Salt,2010,130000000,290650494,160650494,Thriller/Suspense,PG-13,0.0,Contemporary Fiction,Original Screenplay
915,Inception,2010,160000000,832402082,672402082,Thriller/Suspense,PG-13,0.0,Science Fiction,Original Screenplay
935,Chronicle,2011,12000000,123681790,111681790,Thriller/Suspense,PG-13,0.0,Science Fiction,Original Screenplay
938,Arbitrage,2011,12000000,35830713,23830713,Thriller/Suspense,R,0.0,Contemporary Fiction,Original Screenplay
949,The Woman in Black,2011,15000000,128955898,113955898,Thriller/Suspense,PG-13,0.0,Fantasy,Based on Fiction Book/Short Story
961,Red Lights,2011,17700000,14518884,-3181116,Thriller/Suspense,R,0.0,Contemporary Fiction,Original Screenplay
966,Lockout,2011,20000000,33943049,13943049,Thriller/Suspense,PG-13,0.0,Science Fiction,Original Screenplay
968,The Cold Light of Day,2011,20000000,25361206,5361206,Thriller/Suspense,PG-13,0.0,Contemporary Fiction,Original Screenplay
970,Tinker Tailor Soldier Spy,2011,21000000,81452811,60452811,Thriller/Suspense,R,0.0,Historical Fiction,Based on Fiction Book/Short Story
972,Haywire,2011,23000000,36374700,13374700,Thriller/Suspense,R,0.0,Contemporary Fiction,Original Screenplay
978,The Grey,2011,25000000,81249176,56249176,Thriller/Suspense,R,0.0,Contemporary Fiction,Original Screenplay
985,The Raven,2011,26000000,30601801,4601801,Thriller/Suspense,R,0.0,Historical Fiction,Original Screenplay
988,Anonymous,2011,27500000,15815509,-11684491,Thriller/Suspense,PG-13,0.0,Historical Fiction,Original Screenplay
1003,In Time,2011,35000000,165103952,130103952,Thriller/Suspense,PG-13,0.0,Science Fiction,Original Screenplay
1006,Premium Rush,2011,35000000,31393201,-3606799,Thriller/Suspense,PG-13,0.0,Contemporary Fiction,Original Screenplay
1007,Parker,2011,35000000,48543388,13543388,Thriller/Suspense,R,0.0,Contemporary Fiction,Based on Fiction Book/Short Story
1009,Trespass,2011,35000000,786532,-34213468,Thriller/Suspense,R,0.0,Contemporary Fiction,Original Screenplay
1019,Colombiana,2011,40000000,72295262,32295262,Thriller/Suspense,PG-13,0.0,Contemporary Fiction,Original Screenplay
1025,Man on a Ledge,2011,42000000,45688337,3688337,Thriller/Suspense,PG-13,0.0,Contemporary Fiction,Original Screenplay
1031,Taken 2,2011,45000000,377807404,332807404,Thriller/Suspense,PG-13,1.0,Contemporary Fiction,Original Screenplay
1043,Contagion,2011,60000000,137551594,77551594,Thriller/Suspense,PG-13,0.0,Science Fiction,Original Screenplay
1059,The Hunger Games,2011,80000000,677923379,597923379,Thriller/Suspense,PG-13,0.0,Science Fiction,Based on Fiction Book/Short Story
1063,Safe House,2011,85000000,208542162,123542162,Thriller/Suspense,R,0.0,Contemporary Fiction,Original Screenplay
1069,The Girl with the Dragon Tattoo,2011,90000000,239373970,149373970,Thriller/Suspense,R,0.0,Contemporary Fiction,Based on Fiction Book/Short Story
1082,The Bourne Legacy,2011,125000000,280355920,155355920,Thriller/Suspense,PG-13,1.0,Contemporary Fiction,Based on Fiction Book/Short Story
1122,The Paperboy,2012,12500000,3522153,-8977847,Thriller/Suspense,R,0.0,Historical Fiction,Based on Fiction Book/Short Story
1127,End of Watch,2012,15000000,57586606,42586606,Thriller/Suspense,R,0.0,Contemporary Fiction,Original Screenplay
1128,Killing Them Softly,2012,15000000,39238443,24238443,Thriller/Suspense,R,0.0,Contemporary Fiction,Based on Fiction Book/Short Story
1129,Snitch,2012,15000000,57907734,42907734,Thriller/Suspense,PG-13,0.0,Contemporary Fiction,Original Screenplay
1132,Trance,2012,16000000,22594052,6594052,Thriller/Suspense,R,0.0,Contemporary Fiction,Original Screenplay
1135,Phantom,2012,18000000,1199510,-16800490,Thriller/Suspense,R,0.0,Historical Fiction,Original Screenplay
1150,Side Effects,2012,30000000,66742138,36742138,Thriller/Suspense,R,0.0,Science Fiction,Original Screenplay
1153,Dead Man Down,2012,30000000,19599974,-10400026,Thriller/Suspense,R,0.0,Contemporary Fiction,Original Screenplay
1157,Broken City,2012,35000000,34480045,-519955,Thriller/Suspense,R,0.0,Contemporary Fiction,Original Screenplay
1158,Alex Cross,2012,35000000,35426759,426759,Thriller/Suspense,PG-13,0.0,Contemporary Fiction,Based on Fiction Book/Short Story
1162,Paranoia,2012,40000000,16340767,-23659233,Thriller/Suspense,PG-13,0.0,Contemporary Fiction,Original Screenplay
1164,Argo,2012,44500000,227140757,182640757,Thriller/Suspense,R,0.0,Historical Fiction,Based on Factual Book/Article
1165,Savages,2012,45000000,82513490,37513490,Thriller/Suspense,R,0.0,Contemporary Fiction,Based on Fiction Book/Short Story
